"ADMIN1NAME","ADMIN2NAME","POP","YEAR"
"SUMAL?","LIBEN",641653,2012
"SUMAL?","SHINILE",576036,2012
"SUMAL?","WARDER",336342,2012
"TIGRAY","CENTRAL TIGRAY",1488418,2012
"TIGRAY","EASTERN TIGRAY",885074,2012
"TIGRAY","MEKELE SPECIAL",318559,2012
"TIGRAY","NORTH WESTERN TIGRAY",890256,2012
"TIGRAY","SOUTHERN TIGRAY",1181845,2012
"TIGRAY","WESTERN TIGRAY",476225,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",925803,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",855265,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",1996041,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",1069405,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1435275,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1467206,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",349586,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",1101100,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",800011,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",252380,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",3783358,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1204384,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",768230,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1780523,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",889817,2012
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",64284,2012
"ADIS ABEBA","ADDIS KETEMA",278520,2013
"ADIS ABEBA","AKAKI KALITI",257337,2013
"ADIS ABEBA","ARADA",200588,2013
"ADIS ABEBA","BOLE",464530,2013
"ADIS ABEBA","GULELE",290697,2013
"ADIS ABEBA","KIRKOS",241611,2013
"ADIS ABEBA","KOLFE KERANIYO",667001,2013
"ADIS ABEBA","LIDETA",219792,2013
"ADIS ABEBA","NEFAS SILK-LAFTO",334422,2013
"ADIS ABEBA","YEKA",505986,2013
"AFAR","ZONE 1",490436,2013
"AFAR","ZONE 2",563790,2013
"AFAR","ZONE 3",271171,2013
"AFAR","ZONE 4",399233,2013
"AFAR","ZONE 5",164006,2013
"AMARA","ARGOBA SPECIAL ZONE",41191,2013
"AMARA","AWI-ZONE",1194908,2013
"AMARA","BAHIR DAR SPECIAL ZONE",354651,2013
"AMARA","EAST GOJJAM",2609477,2013
"AMARA","NORTH GONDAR",3759908,2013
"AMARA","NORTH SHEWA",2119319,2013
"AMARA","NORTH WELLO",1772462,2013
"AMARA","OROMIYA",512189,2013
"AMARA","SOUTH GONDAR",2389491,2013
"AMARA","SOUTH WELLO",2935245,2013
"AMARA","WAGHEMIRA",538990,2013
"AMARA","WEST GOJJAM",2494100,2013
"BINSHANGUL GUMUZ","ASOSSA",432490,2013
"BINSHANGUL GUMUZ","KEMASHI",305461,2013
"BINSHANGUL GUMUZ","METEKEL",384970,2013
"DIR? DAWA","DIR? DAWA",378388,2013
"DIR? DAWA","DIR? DAWA TOWN",55591,2013
"GAMB?LA HIZBOCH","AGNEWAK",136664,2013
"GAMB?LA HIZBOCH","MEZHENGER",121301,2013
"GAMB?LA HIZBOCH","NUWER",162854,2013
"HARERI HIZB","HARERI HIZB",230159,2013
"OROMIYA","ADAMA SPECIAL ZONE",279975,2013
"OROMIYA","ARSI",3322934,2013
"OROMIYA","BALE",1970300,2013
"OROMIYA","BORENA",1308269,2013
"OROMIYA","BURAYU SPECIAL ZONE",85489,2013
"OROMIYA","EAST HARARGE",3561205,2013
"OROMIYA","EAST SHEWA",1719239,2013
"OROMIYA","EAST WELLEGA",1552135,2013
"OROMIYA","GUJI",1961588,2013
"OROMIYA","HORO GUDRU WELEGA",711358,2013
"OROMIYA","ILU ABA BORA",1696729,2013
"OROMIYA","JIMA SPECIAL ZONE",149245,2013
"OROMIYA","JIMMA",2958864,2013
"OROMIYA","KELEM WELEGA",1036004,2013
"OROMIYA","NORTH SHEWA",1700344,2013
"OROMIYA","SOUTH WEST SHEWA",1377210,2013
"OROMIYA","WEST ARSI",2618110,2013
"OROMIYA","WEST HARARGE",2421779,2013
"OROMIYA","WEST SHEWA",2594894,2013
"OROMIYA","WEST WELLEGA",1841310,2013
"SUMAL?","AFDER",831835,2013
"SUMAL?","DEGEHABUR",668624,2013
"SUMAL?","FIK",467171,2013
"SUMAL?","GODE",726601,2013
"SUMAL?","JIJIGA",1231584,2013
"SUMAL?","KORAHE",386582,2013
"SUMAL?","LIBEN",655169,2013
"SUMAL?","SHINILE",595388,2013
"SUMAL?","WARDER",338233,2013
"TIGRAY","CENTRAL TIGRAY",1519908,2013
"TIGRAY","EASTERN TIGRAY",900489,2013
"TIGRAY","MEKELE SPECIAL",339049,2013
"TIGRAY","NORTH WESTERN TIGRAY",911107,2013
"TIGRAY","SOUTHERN TIGRAY",1202892,2013
"TIGRAY","WESTERN TIGRAY",497505,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",978641,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",893593,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2057574,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",1103967,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1447720,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1497680,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",365678,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",1136080,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",814321,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",260719,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",3917559,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1236455,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",802346,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1815649,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",930052,2013
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",63946,2013
"ADIS ABEBA","ADDIS KETEMA",279072,2014
"ADIS ABEBA","AKAKI KALITI",269255,2014
"ADIS ABEBA","ARADA",196423,2014
"ADIS ABEBA","BOLE",490639,2014
"ADIS ABEBA","GULELE",291080,2014
"ADIS ABEBA","KIRKOS",242142,2014
"ADIS ABEBA","KOLFE KERANIYO",708402,2014
"ADIS ABEBA","LIDETA",220195,2014
"ADIS ABEBA","NEFAS SILK-LAFTO",333383,2014
"ADIS ABEBA","YEKA",531831,2014
"AFAR","ZONE 1",500363,2014
"AFAR","ZONE 2",601995,2014
"AFAR","ZONE 3",282646,2014
"AFAR","ZONE 4",428073,2014
"AFAR","ZONE 5",159061,2014
"AMARA","ARGOBA SPECIAL ZONE",41791,2014
"AMARA","AWI-ZONE",1219036,2014
"AMARA","BAHIR DAR SPECIAL ZONE",378331,2014
"AMARA","EAST GOJJAM",2660501,2014
"AMARA","NORTH GONDAR",3873735,2014
"AMARA","NORTH SHEWA",2143696,2014
"AMARA","NORTH WELLO",1800048,2014
"AMARA","OROMIYA",515535,2014
"AMARA","SOUTH GONDAR",2421305,2014
"AMARA","SOUTH WELLO",2975282,2014
"AMARA","WAGHEMIRA",553391,2014
"AMARA","WEST GOJJAM",2538608,2014
"BINSHANGUL GUMUZ","ASOSSA",451472,2014
"BINSHANGUL GUMUZ","KEMASHI",325560,2014
"BINSHANGUL GUMUZ","METEKEL",401722,2014
"DIR? DAWA","DIR? DAWA",385395,2014
"DIR? DAWA","DIR? DAWA TOWN",61533,2014
"GAMB?LA HIZBOCH","AGNEWAK",142626,2014
"GAMB?LA HIZBOCH","MEZHENGER",124747,2014
"GAMB?LA HIZBOCH","NUWER",170854,2014
"HARERI HIZB","HARERI HIZB",235995,2014
"OROMIYA","ADAMA SPECIAL ZONE",287681,2014
"OROMIYA","ARSI",3409568,2014
"OROMIYA","BALE",2060791,2014
"OROMIYA","BORENA",1360235,2014
"OROMIYA","BURAYU SPECIAL ZONE",88583,2014
"OROMIYA","EAST HARARGE",3684141,2014
"OROMIYA","EAST SHEWA",1765978,2014
"OROMIYA","EAST WELLEGA",1596583,2014
"OROMIYA","GUJI",2051203,2014
"OROMIYA","HORO GUDRU WELEGA",728838,2014
"OROMIYA","ILU ABA BORA",1762564,2014
"OROMIYA","JIMA SPECIAL ZONE",152603,2014
"OROMIYA","JIMMA",3021151,2014
"OROMIYA","KELEM WELEGA",1068593,2014
"OROMIYA","NORTH SHEWA",1728034,2014
"OROMIYA","SOUTH WEST SHEWA",1411860,2014
"OROMIYA","WEST ARSI",2712037,2014
"OROMIYA","WEST HARARGE",2496669,2014
"OROMIYA","WEST SHEWA",2663291,2014
"OROMIYA","WEST WELLEGA",1936745,2014
"SUMAL?","AFDER",877123,2014
"SUMAL?","DEGEHABUR",698578,2014
"SUMAL?","FIK",485770,2014
"SUMAL?","GODE",780628,2014
"SUMAL?","JIJIGA",1267442,2014
"SUMAL?","KORAHE",396003,2014
"SUMAL?","LIBEN",668828,2014
"SUMAL?","SHINILE",615406,2014
"SUMAL?","WARDER",340120,2014
"TIGRAY","CENTRAL TIGRAY",1551301,2014
"TIGRAY","EASTERN TIGRAY",915760,2014
"TIGRAY","MEKELE SPECIAL",360681,2014
"TIGRAY","NORTH WESTERN TIGRAY",931980,2014
"TIGRAY","SOUTHERN TIGRAY",1223743,2014
"TIGRAY","WESTERN TIGRAY",519625,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",1034255,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",933170,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2120008,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",1139118,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1459617,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1528069,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",382318,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",1171583,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",828475,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",269225,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",4054881,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1268883,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",837565,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1850565,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",971820,2014
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",63576,2014
"ADIS ABEBA","ADDIS KETEMA",279473,2015
"ADIS ABEBA","AKAKI KALITI",281572,2015
"ADIS ABEBA","ARADA",192240,2015
"ADIS ABEBA","BOLE",517926,2015
"ADIS ABEBA","GULELE",291305,2015
"ADIS ABEBA","KIRKOS",242546,2015
"ADIS ABEBA","KOLFE KERANIYO",751955,2015
"ADIS ABEBA","LIDETA",220475,2015
"ADIS ABEBA","NEFAS SILK-LAFTO",332164,2015
"ADIS ABEBA","YEKA",558693,2015
"AFAR","ZONE 1",510308,2015
"AFAR","ZONE 2",642886,2015
"AFAR","ZONE 3",294657,2015
"AFAR","ZONE 4",459151,2015
"AFAR","ZONE 5",154195,2015
"AMARA","ARGOBA SPECIAL ZONE",42377,2015
"AMARA","AWI-ZONE",1243019,2015
"AMARA","BAHIR DAR SPECIAL ZONE",403377,2015
"AMARA","EAST GOJJAM",2711113,2015
"AMARA","NORTH GONDAR",3990090,2015
"AMARA","NORTH SHEWA",2167330,2015
"AMARA","NORTH WELLO",1827241,2015
"AMARA","OROMIYA",518624,2015
"AMARA","SOUTH GONDAR",2452559,2015
"AMARA","SOUTH WELLO",3014842,2015
"AMARA","WAGHEMIRA",567892,2015
"AMARA","WEST GOJJAM",2584175,2015
"BINSHANGUL GUMUZ","ASOSSA",471174,2015
"BINSHANGUL GUMUZ","KEMASHI",347140,2015
"BINSHANGUL GUMUZ","METEKEL",419012,2015
"DIR? DAWA","DIR? DAWA",392307,2015
"DIR? DAWA","DIR? DAWA TOWN",68084,2015
"GAMB?LA HIZBOCH","AGNEWAK",148820,2015
"GAMB?LA HIZBOCH","MEZHENGER",128231,2015
"GAMB?LA HIZBOCH","NUWER",179193,2015
"HARERI HIZB","HARERI HIZB",241840,2015
"OROMIYA","ADAMA SPECIAL ZONE",295447,2015
"OROMIYA","ARSI",3496636,2015
"OROMIYA","BALE",2155097,2015
"OROMIYA","BORENA",1413779,2015
"OROMIYA","BURAYU SPECIAL ZONE",91743,2015
"OROMIYA","EAST HARARGE",3811988,2015
"OROMIYA","EAST SHEWA",1813096,2015
"OROMIYA","EAST WELLEGA",1641512,2015
"OROMIYA","GUJI",2143936,2015
"OROMIYA","HORO GUDRU WELEGA",746397,2015
"OROMIYA","ILU ABA BORA",1831814,2015
"OROMIYA","JIMA SPECIAL ZONE",155953,2015
"OROMIYA","JIMMA",3083377,2015
"OROMIYA","KELEM WELEGA",1101702,2015
"OROMIYA","NORTH SHEWA",1755281,2015
"OROMIYA","SOUTH WEST SHEWA",1446738,2015
"OROMIYA","WEST ARSI",2808048,2015
"OROMIYA","WEST HARARGE",2572774,2015
"OROMIYA","WEST SHEWA",2732225,2015
"OROMIYA","WEST WELLEGA",2044585,2015
"SUMAL?","AFDER",925231,2015
"SUMAL?","DEGEHABUR",729711,2015
"SUMAL?","FIK",505340,2015
"SUMAL?","GODE",840401,2015
"SUMAL?","JIJIGA",1304127,2015
"SUMAL?","KORAHE",405615,2015
"SUMAL?","LIBEN",682602,2015
"SUMAL?","SHINILE",636104,2015
"SUMAL?","WARDER",341981,2015
"TIGRAY","CENTRAL TIGRAY",1582477,2015
"TIGRAY","EASTERN TIGRAY",930830,2015
"TIGRAY","MEKELE SPECIAL",383482,2015
"TIGRAY","NORTH WESTERN TIGRAY",952819,2015
"TIGRAY","SOUTHERN TIGRAY",1244322,2015
"TIGRAY","WESTERN TIGRAY",542616,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",1092763,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",973979,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2183246,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",1174815,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1470841,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1558327,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",399495,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",1207581,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",842475,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",277867,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",4195173,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1301610,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",873854,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1885150,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",1015110,2015
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",63172,2015
"ADIS ABEBA","ADDIS KETEMA",279712,2016
"ADIS ABEBA","AKAKI KALITI",294277,2016
"ADIS ABEBA","ARADA",188032,2016
"ADIS ABEBA","BOLE",546410,2016
"ADIS ABEBA","GULELE",291357,2016
"ADIS ABEBA","KIRKOS",242806,2016
"ADIS ABEBA","KOLFE KERANIYO",797710,2016
"ADIS ABEBA","LIDETA",220630,2016
"ADIS ABEBA","NEFAS SILK-LAFTO",330751,2016
"ADIS ABEBA","YEKA",586564,2016
"AFAR","ZONE 1",520231,2016
"AFAR","ZONE 2",686600,2016
"AFAR","ZONE 3",307248,2016
"AFAR","ZONE 4",492626,2016
"AFAR","ZONE 5",149402,2016
"AMARA","ARGOBA SPECIAL ZONE",42947,2016
"AMARA","AWI-ZONE",1266810,2016
"AMARA","BAHIR DAR SPECIAL ZONE",429820,2016
"AMARA","EAST GOJJAM",2761167,2016
"AMARA","NORTH GONDAR",4108895,2016
"AMARA","NORTH SHEWA",2190127,2016
"AMARA","NORTH WELLO",1853925,2016
"AMARA","OROMIYA",521446,2016
"AMARA","SOUTH GONDAR",2483165,2016
"AMARA","SOUTH WELLO",3053747,2016
"AMARA","WAGHEMIRA",582457,2016
"AMARA","WEST GOJJAM",2630754,2016
"BINSHANGUL GUMUZ","ASOSSA",491564,2016
"BINSHANGUL GUMUZ","KEMASHI",370294,2016
"BINSHANGUL GUMUZ","METEKEL",436862,2016
"DIR? DAWA","DIR? DAWA",399118,2016
"DIR? DAWA","DIR? DAWA TOWN",75284,2016
"GAMB?LA HIZBOCH","AGNEWAK",155252,2016
"GAMB?LA HIZBOCH","MEZHENGER",131730,2016
"GAMB?LA HIZBOCH","NUWER",187874,2016
"HARERI HIZB","HARERI HIZB",247686,2016
"OROMIYA","ADAMA SPECIAL ZONE",303235,2016
"OROMIYA","ARSI",3583879,2016
"OROMIYA","BALE",2253318,2016
"OROMIYA","BORENA",1468874,2016
"OROMIYA","BURAYU SPECIAL ZONE",94953,2016
"OROMIYA","EAST HARARGE",3944905,2016
"OROMIYA","EAST SHEWA",1860442,2016
"OROMIYA","EAST WELLEGA",1686776,2016
"OROMIYA","GUJI",2239778,2016
"OROMIYA","HORO GUDRU WELEGA",763958,2016
"OROMIYA","ILU ABA BORA",1904768,2016
"OROMIYA","JIMA SPECIAL ZONE",159280,2016
"OROMIYA","JIMMA",3145364,2016
"OROMIYA","KELEM WELEGA",1135271,2016
"OROMIYA","NORTH SHEWA",1782003,2016
"OROMIYA","SOUTH WEST SHEWA",1481768,2016
"OROMIYA","WEST ARSI",2906040,2016
"OROMIYA","WEST HARARGE",2649949,2016
"OROMIYA","WEST SHEWA",2801483,2016
"OROMIYA","WEST WELLEGA",2166899,2016
"SUMAL?","AFDER",976374,2016
"SUMAL?","DEGEHABUR",761982,2016
"SUMAL?","FIK",525898,2016
"SUMAL?","GODE",906477,2016
"SUMAL?","JIJIGA",1341590,2016
"SUMAL?","KORAHE",415391,2016
"SUMAL?","LIBEN",696452,2016
"SUMAL?","SHINILE",657444,2016
"SUMAL?","WARDER",343802,2016
"TIGRAY","CENTRAL TIGRAY",1613359,2016
"TIGRAY","EASTERN TIGRAY",945658,2016
"TIGRAY","MEKELE SPECIAL",407471,2016
"TIGRAY","NORTH WESTERN TIGRAY",973577,2016
"TIGRAY","SOUTHERN TIGRAY",1264569,2016
"TIGRAY","WESTERN TIGRAY",566444,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",1154192,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",1015973,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2247113,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",1210982,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1481393,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1588310,2016
