"ADMIN1NAME","ADMIN2NAME","POP","YEAR"
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",417196,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",1243994,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",856199,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",286637,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",4338201,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1334560,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",911200,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1919313,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",1059931,2016
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",62742,2016
"ADIS ABEBA","ADDIS KETEMA",279750,2017
"ADIS ABEBA","AKAKI KALITI",307341,2017
"ADIS ABEBA","ARADA",183786,2017
"ADIS ABEBA","BOLE",576040,2017
"ADIS ABEBA","GULELE",291202,2017
"ADIS ABEBA","KIRKOS",242894,2017
"ADIS ABEBA","KOLFE KERANIYO",845637,2017
"ADIS ABEBA","LIDETA",220625,2017
"ADIS ABEBA","NEFAS SILK-LAFTO",329114,2017
"ADIS ABEBA","YEKA",615395,2017
"AFAR","ZONE 1",530068,2017
"AFAR","ZONE 2",733242,2017
"AFAR","ZONE 3",320391,2017
"AFAR","ZONE 4",528619,2017
"AFAR","ZONE 5",144674,2017
"AMARA","ARGOBA SPECIAL ZONE",43496,2017
"AMARA","AWI-ZONE",1290191,2017
"AMARA","BAHIR DAR SPECIAL ZONE",457679,2017
"AMARA","EAST GOJJAM",2810253,2017
"AMARA","NORTH GONDAR",4229610,2017
"AMARA","NORTH SHEWA",2211776,2017
"AMARA","NORTH WELLO",1879853,2017
"AMARA","OROMIYA",523934,2017
"AMARA","SOUTH GONDAR",2512774,2017
"AMARA","SOUTH WELLO",3091622,2017
"AMARA","WAGHEMIRA",596972,2017
"AMARA","WEST GOJJAM",2678025,2017
"BINSHANGUL GUMUZ","ASOSSA",512631,2017
"BINSHANGUL GUMUZ","KEMASHI",395095,2017
"BINSHANGUL GUMUZ","METEKEL",455186,2017
"DIR? DAWA","DIR? DAWA",405751,2017
"DIR? DAWA","DIR? DAWA TOWN",83183,2017
"GAMB?LA HIZBOCH","AGNEWAK",161929,2017
"GAMB?LA HIZBOCH","MEZHENGER",135237,2017
"GAMB?LA HIZBOCH","NUWER",196886,2017
"HARERI HIZB","HARERI HIZB",253498,2017
"OROMIYA","ADAMA SPECIAL ZONE",311012,2017
"OROMIYA","ARSI",3670817,2017
"OROMIYA","BALE",2355232,2017
"OROMIYA","BORENA",1525344,2017
"OROMIYA","BURAYU SPECIAL ZONE",98213,2017
"OROMIYA","EAST HARARGE",4082869,2017
"OROMIYA","EAST SHEWA",1907757,2017
"OROMIYA","EAST WELLEGA",1732169,2017
"OROMIYA","GUJI",2338476,2017
"OROMIYA","HORO GUDRU WELEGA",781417,2017
"OROMIYA","ILU ABA BORA",1981593,2017
"OROMIYA","JIMA SPECIAL ZONE",162562,2017
"OROMIYA","JIMMA",3206644,2017
"OROMIYA","KELEM WELEGA",1169152,2017
"OROMIYA","NORTH SHEWA",1807904,2017
"OROMIYA","SOUTH WEST SHEWA",1516750,2017
"OROMIYA","WEST ARSI",3005610,2017
"OROMIYA","WEST HARARGE",2727834,2017
"OROMIYA","WEST SHEWA",2870701,2017
"OROMIYA","WEST WELLEGA",2305934,2017
"SUMAL?","AFDER",1030609,2017
"SUMAL?","DEGEHABUR",795347,2017
"SUMAL?","FIK",547476,2017
"SUMAL?","GODE",979343,2017
"SUMAL?","JIJIGA",1379688,2017
"SUMAL?","KORAHE",425306,2017
"SUMAL?","LIBEN",710290,2017
"SUMAL?","SHINILE",679391,2017
"SUMAL?","WARDER",345517,2017
"TIGRAY","CENTRAL TIGRAY",1643700,2017
"TIGRAY","EASTERN TIGRAY",960101,2017
"TIGRAY","MEKELE SPECIAL",432659,2017
"TIGRAY","NORTH WESTERN TIGRAY",994064,2017
"TIGRAY","SOUTHERN TIGRAY",1284310,2017
"TIGRAY","WESTERN TIGRAY",591093,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",1218556,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",1059049,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2311330,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",1247442,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1491015,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1617787,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",435376,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",1280644,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",869567,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",295497,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",4483420,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1367531,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",949487,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1952733,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",1106169,2017
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",62263,2017
"ADIS ABEBA","ADDIS KETEMA",279560,2018
"ADIS ABEBA","AKAKI KALITI",320725,2018
"ADIS ABEBA","ARADA",179494,2018
"ADIS ABEBA","BOLE",606789,2018
"ADIS ABEBA","GULELE",290808,2018
"ADIS ABEBA","KIRKOS",242783,2018
"ADIS ABEBA","KOLFE KERANIYO",895710,2018
"ADIS ABEBA","LIDETA",220446,2018
"ADIS ABEBA","NEFAS SILK-LAFTO",327219,2018
"ADIS ABEBA","YEKA",645107,2018
"AFAR","ZONE 1",539753,2018
"AFAR","ZONE 2",782912,2018
"AFAR","ZONE 3",334073,2018
"AFAR","ZONE 4",567307,2018
"AFAR","ZONE 5",139992,2018
"AMARA","ARGOBA SPECIAL ZONE",44009,2018
"AMARA","AWI-ZONE",1313010,2018
"AMARA","BAHIR DAR SPECIAL ZONE",486936,2018
"AMARA","EAST GOJJAM",2857970,2018
"AMARA","NORTH GONDAR",4351763,2018
"AMARA","NORTH SHEWA",2231974,2018
"AMARA","NORTH WELLO",1904770,2018
"AMARA","OROMIYA",526019,2018
"AMARA","SOUTH GONDAR",2541131,2018
"AMARA","SOUTH WELLO",3128091,2018
"AMARA","WAGHEMIRA",611379,2018
"AMARA","WEST GOJJAM",2725810,2018
"BINSHANGUL GUMUZ","ASOSSA",534311,2018
"BINSHANGUL GUMUZ","KEMASHI",421632,2018
"BINSHANGUL GUMUZ","METEKEL",473952,2018
"DIR? DAWA","DIR? DAWA",412169,2018
"DIR? DAWA","DIR? DAWA TOWN",91841,2018
"GAMB?LA HIZBOCH","AGNEWAK",168830,2018
"GAMB?LA HIZBOCH","MEZHENGER",138718,2018
"GAMB?LA HIZBOCH","NUWER",206203,2018
"HARERI HIZB","HARERI HIZB",259237,2018
"OROMIYA","ADAMA SPECIAL ZONE",318731,2018
"OROMIYA","ARSI",3756853,2018
"OROMIYA","BALE",2460785,2018
"OROMIYA","BORENA",1582980,2018
"OROMIYA","BURAYU SPECIAL ZONE",101499,2018
"OROMIYA","EAST HARARGE",4225792,2018
"OROMIYA","EAST SHEWA",1954786,2018
"OROMIYA","EAST WELLEGA",1777402,2018
"OROMIYA","GUJI",2439794,2018
"OROMIYA","HORO GUDRU WELEGA",798681,2018
"OROMIYA","ILU ABA BORA",2062463,2018
"OROMIYA","JIMA SPECIAL ZONE",165781,2018
"OROMIYA","JIMMA",3266757,2018
"OROMIYA","KELEM WELEGA",1203170,2018
"OROMIYA","NORTH SHEWA",1832780,2018
"OROMIYA","SOUTH WEST SHEWA",1551430,2018
"OROMIYA","WEST ARSI",3106375,2018
"OROMIYA","WEST HARARGE",2806083,2018
"OROMIYA","WEST SHEWA",2939424,2018
"OROMIYA","WEST WELLEGA",2464315,2018
"SUMAL?","AFDER",1088024,2018
"SUMAL?","DEGEHABUR",829749,2018
"SUMAL?","FIK",570092,2018
"SUMAL?","GODE",1059525,2018
"SUMAL?","JIJIGA",1418261,2018
"SUMAL?","KORAHE",435271,2018
"SUMAL?","LIBEN",724021,2018
"SUMAL?","SHINILE",701865,2018
"SUMAL?","WARDER",347125,2018
"TIGRAY","CENTRAL TIGRAY",1673275,2018
"TIGRAY","EASTERN TIGRAY",974023,2018
"TIGRAY","MEKELE SPECIAL",459028,2018
"TIGRAY","NORTH WESTERN TIGRAY",1014196,2018
"TIGRAY","SOUTHERN TIGRAY",1303360,2018
"TIGRAY","WESTERN TIGRAY",616492,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",1285822,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",1103080,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2375536,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",1284020,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1499567,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1646575,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",453975,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",1317331,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",882471,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",304399,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",4630235,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1400349,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",988587,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",1985153,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",1153736,2018
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",61738,2018
"ADIS ABEBA","ADDIS KETEMA",279136,2019
"ADIS ABEBA","AKAKI KALITI",334404,2019
"ADIS ABEBA","ARADA",175147,2019
"ADIS ABEBA","BOLE",638633,2019
"ADIS ABEBA","GULELE",290174,2019
"ADIS ABEBA","KIRKOS",242466,2019
"ADIS ABEBA","KOLFE KERANIYO",947939,2019
"ADIS ABEBA","LIDETA",220075,2019
"ADIS ABEBA","NEFAS SILK-LAFTO",325059,2019
"ADIS ABEBA","YEKA",675679,2019
"AFAR","ZONE 1",549254,2019
"AFAR","ZONE 2",835714,2019
"AFAR","ZONE 3",348297,2019
"AFAR","ZONE 4",608820,2019
"AFAR","ZONE 5",135365,2019
"AMARA","ARGOBA SPECIAL ZONE",44500,2019
"AMARA","AWI-ZONE",1335176,2019
"AMARA","BAHIR DAR SPECIAL ZONE",517628,2019
"AMARA","EAST GOJJAM",2904153,2019
"AMARA","NORTH GONDAR",4475155,2019
"AMARA","NORTH SHEWA",2250670,2019
"AMARA","NORTH WELLO",1928600,2019
"AMARA","OROMIYA",527687,2019
"AMARA","SOUTH GONDAR",2568091,2019
"AMARA","SOUTH WELLO",3163007,2019
"AMARA","WAGHEMIRA",625620,2019
"AMARA","WEST GOJJAM",2773966,2019
"BINSHANGUL GUMUZ","ASOSSA",556584,2019
"BINSHANGUL GUMUZ","KEMASHI",449974,2019
"BINSHANGUL GUMUZ","METEKEL",493137,2019
"DIR? DAWA","DIR? DAWA",418330,2019
"DIR? DAWA","DIR? DAWA TOWN",101315,2019
"GAMB?LA HIZBOCH","AGNEWAK",175940,2019
"GAMB?LA HIZBOCH","MEZHENGER",142180,2019
"GAMB?LA HIZBOCH","NUWER",215823,2019
"HARERI HIZB","HARERI HIZB",264869,2019
"OROMIYA","ADAMA SPECIAL ZONE",326361,2019
"OROMIYA","ARSI",3841757,2019
"OROMIYA","BALE",2569929,2019
"OROMIYA","BORENA",1641731,2019
"OROMIYA","BURAYU SPECIAL ZONE",104808,2019
"OROMIYA","EAST HARARGE",4373901,2019
"OROMIYA","EAST SHEWA",2001359,2019
"OROMIYA","EAST WELLEGA",1822373,2019
"OROMIYA","GUJI",2543609,2019
"OROMIYA","HORO GUDRU WELEGA",815689,2019
"OROMIYA","ILU ABA BORA",2147769,2019
"OROMIYA","JIMA SPECIAL ZONE",168915,2019
"OROMIYA","JIMMA",3325501,2019
"OROMIYA","KELEM WELEGA",1237228,2019
"OROMIYA","NORTH SHEWA",1856491,2019
"OROMIYA","SOUTH WEST SHEWA",1585764,2019
"OROMIYA","WEST ARSI",3208119,2019
"OROMIYA","WEST HARARGE",2884479,2019
"OROMIYA","WEST SHEWA",3007487,2019
"OROMIYA","WEST WELLEGA",2645256,2019
"SUMAL?","AFDER",1148777,2019
"SUMAL?","DEGEHABUR",865140,2019
"SUMAL?","FIK",593792,2019
"SUMAL?","GODE",1147662,2019
"SUMAL?","JIJIGA",1457225,2019
"SUMAL?","KORAHE",445297,2019
"SUMAL?","LIBEN",737596,2019
"SUMAL?","SHINILE",724852,2019
"SUMAL?","WARDER",348588,2019
"TIGRAY","CENTRAL TIGRAY",1701956,2019
"TIGRAY","EASTERN TIGRAY",987384,2019
"TIGRAY","MEKELE SPECIAL",486602,2019
"TIGRAY","NORTH WESTERN TIGRAY",1033856,2019
"TIGRAY","SOUTHERN TIGRAY",1321623,2019
"TIGRAY","WESTERN TIGRAY",642647,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",1356029,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",1147971,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2439582,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",1320627,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1506965,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1674557,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",472969,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",1353971,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",894807,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",313323,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",4778332,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1432902,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",1028446,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",2016457,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",1202589,2019
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",61167,2019
"ADIS ABEBA","ADDIS KETEMA",278465,2020
"ADIS ABEBA","AKAKI KALITI",348361,2020
"ADIS ABEBA","ARADA",170762,2020
"ADIS ABEBA","BOLE",671555,2020
"ADIS ABEBA","GULELE",289287,2020
"ADIS ABEBA","KIRKOS",241939,2020
"ADIS ABEBA","KOLFE KERANIYO",1002310,2020
"ADIS ABEBA","LIDETA",219512,2020
"ADIS ABEBA","NEFAS SILK-LAFTO",322630,2020
"ADIS ABEBA","YEKA",707076,2020
"AFAR","ZONE 1",558519,2020
"AFAR","ZONE 2",891822,2020
"AFAR","ZONE 3",363089,2020
"AFAR","ZONE 4",653379,2020
"AFAR","ZONE 5",130789,2020
"AMARA","ARGOBA SPECIAL ZONE",44949,2020
"AMARA","AWI-ZONE",1356585,2020
"AMARA","BAHIR DAR SPECIAL ZONE",549755,2020
"AMARA","EAST GOJJAM",2948607,2020
"AMARA","NORTH GONDAR",4599561,2020
"AMARA","NORTH SHEWA",2267687,2020
"AMARA","NORTH WELLO",1951205,2020
"AMARA","OROMIYA",528911,2020
"AMARA","SOUTH GONDAR",2593559,2020
"AMARA","SOUTH WELLO",3196210,2020
"AMARA","WAGHEMIRA",639664,2020
"AMARA","WEST GOJJAM",2822430,2020
"BINSHANGUL GUMUZ","ASOSSA",579453,2020
"BINSHANGUL GUMUZ","KEMASHI",480255,2020
"BINSHANGUL GUMUZ","METEKEL",512703,2020
"DIR? DAWA","DIR? DAWA",424210,2020
"DIR? DAWA","DIR? DAWA TOWN",111662,2020
"GAMB?LA HIZBOCH","AGNEWAK",183277,2020
"GAMB?LA HIZBOCH","MEZHENGER",145595,2020
"GAMB?LA HIZBOCH","NUWER",225743,2020
"HARERI HIZB","HARERI HIZB",270396,2020
"OROMIYA","ADAMA SPECIAL ZONE",333893,2020
"OROMIYA","ARSI",3925205,2020
"OROMIYA","BALE",2682624,2020
"OROMIYA","BORENA",1701467,2020
"OROMIYA","BURAYU SPECIAL ZONE",108126,2020
"OROMIYA","EAST HARARGE",4527493,2020
"OROMIYA","EAST SHEWA",2047345,2020
"OROMIYA","EAST WELLEGA",1866938,2020
"OROMIYA","GUJI",2649796,2020
"OROMIYA","HORO GUDRU WELEGA",832359,2020
"OROMIYA","ILU ABA BORA",2237930,2020
"OROMIYA","JIMA SPECIAL ZONE",171964,2020
"OROMIYA","JIMMA",3382641,2020
"OROMIYA","KELEM WELEGA",1271257,2020
"OROMIYA","NORTH SHEWA",1878940,2020
"OROMIYA","SOUTH WEST SHEWA",1619612,2020
"OROMIYA","WEST ARSI",3310643,2020
"OROMIYA","WEST HARARGE",2962802,2020
"OROMIYA","WEST SHEWA",3074657,2020
"OROMIYA","WEST WELLEGA",2852466,2020
"SUMAL?","AFDER",1213019,2020
"SUMAL?","DEGEHABUR",901501,2020
"SUMAL?","FIK",618607,2020
"SUMAL?","GODE",1244410,2020
"SUMAL?","JIJIGA",1496513,2020
"SUMAL?","KORAHE",455354,2020
"SUMAL?","LIBEN",750979,2020
"SUMAL?","SHINILE",748324,2020
"SUMAL?","WARDER",349875,2020
"TIGRAY","CENTRAL TIGRAY",1729632,2020
"TIGRAY","EASTERN TIGRAY",1000097,2020
"TIGRAY","MEKELE SPECIAL",515368,2020
"TIGRAY","NORTH WESTERN TIGRAY",1053007,2020
"TIGRAY","SOUTHERN TIGRAY",1339050,2020
"TIGRAY","WESTERN TIGRAY",669527,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","BENCH MAJI",1429177,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","DAWURO",1193656,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GAMO GOFA",2503250,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GEDEO",1357152,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","GURAGE",1513168,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HADIYA",1701585,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","HAWASSA CITY ADMINISTRATION-ZONE",492327,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEFFA",1390449,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","KEMBATA TIMBARO",906574,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SHEKA",322261,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SIDAMA",4927367,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SILTI",1465090,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","SOUTH OMO",1068985,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","WOLAYITA",2046507,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL WEREDA",1252668,2020
"YEDEBUB BIH?ROCH BIH?RESEBOCH NA HIZBOCH","YEM SPECIAL ZONE",60550,2020
